participant_id	X3rd_Ventricle	X4th_Ventricle	X5th_Ventricle	Brain_Stem	BrainSeg	BrainSegVol	BrainSegVol_to_eTIV	BrainSegVolNotVent	BrainSegVolNotVentSurf	CC_Anterior	CC_Central	CC_Mid_Anterior	CC_Mid_Posterior	CC_Posterior	CortexVol	CorticalWhiteMatterVol	CSF	EstimatedTotalIntraCranialVol	Laccumb	Lamyg	Lcaud	Left_Cerebellum_Cortex	Left_Cerebellum_White_Matter	Left_choroid_plexus	Left_Inf_Lat_Vent	Left_Lateral_Ventricle	Left_non_WM_hypointensities	Left_VentralDC	Left_vessel	Left_WM_hypointensities	lhCortexVol	lhCorticalWhiteMatterVol	Lhippo	lhSurfaceHoles	Lpal	Lput	LSurfArea	Lthal	LThickness	MaskVol	MaskVol_to_eTIV	non_WM_hypointensities	Optic_Chiasm	Raccumb	Ramyg	Rcaud	rhCortexVol	rhCorticalWhiteMatterVol	Rhippo	rhSurfaceHoles	Right_Cerebellum_Cortex	Right_Cerebellum_White_Matter	Right_choroid_plexus	Right_Inf_Lat_Vent	Right_Lateral_Ventricle	Right_non_WM_hypointensities	Right_VentralDC	Right_vessel	Right_WM_hypointensities	Rpal	Rput	RSurfArea	Rthal	RThickness	SubCortGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	SurfaceHoles	TotalGrayVol	WM_hypointensities	L_bankssts_surfarea	L_bankssts_thickavg	L_caudalanteriorcingulate_surfarea	L_caudalanteriorcingulate_thickavg	L_caudalmiddlefrontal_surfarea	L_caudalmiddlefrontal_thickavg	L_cuneus_surfarea	L_cuneus_thickavg	L_entorhinal_surfarea	L_entorhinal_thickavg	L_frontalpole_surfarea	L_frontalpole_thickavg	L_fusiform_surfarea	L_fusiform_thickavg	L_inferiorparietal_surfarea	L_inferiorparietal_thickavg	L_inferiortemporal_surfarea	L_inferiortemporal_thickavg	L_insula_surfarea	L_insula_thickavg	L_isthmuscingulate_surfarea	L_isthmuscingulate_thickavg	L_lateraloccipital_surfarea	L_lateraloccipital_thickavg	L_lateralorbitofrontal_surfarea	L_lateralorbitofrontal_thickavg	L_lingual_surfarea	L_lingual_thickavg	L_medialorbitofrontal_surfarea	L_medialorbitofrontal_thickavg	L_middletemporal_surfarea	L_middletemporal_thickavg	L_paracentral_surfarea	L_paracentral_thickavg	L_parahippocampal_surfarea	L_parahippocampal_thickavg	L_parsopercularis_surfarea	L_parsopercularis_thickavg	L_parsorbitalis_surfarea	L_parsorbitalis_thickavg	L_parstriangularis_surfarea	L_parstriangularis_thickavg	L_pericalcarine_surfarea	L_pericalcarine_thickavg	L_postcentral_surfarea	L_postcentral_thickavg	L_posteriorcingulate_surfarea	L_posteriorcingulate_thickavg	L_precentral_surfarea	L_precentral_thickavg	L_precuneus_surfarea	L_precuneus_thickavg	L_rostralanteriorcingulate_surfarea	L_rostralanteriorcingulate_thickavg	L_rostralmiddlefrontal_surfarea	L_rostralmiddlefrontal_thickavg	L_superiorfrontal_surfarea	L_superiorfrontal_thickavg	L_superiorparietal_surfarea	L_superiorparietal_thickavg	L_superiortemporal_surfarea	L_superiortemporal_thickavg	L_supramarginal_surfarea	L_supramarginal_thickavg	L_temporalpole_surfarea	L_temporalpole_thickavg	L_transversetemporal_surfarea	L_transversetemporal_thickavg	R_bankssts_surfarea	R_bankssts_thickavg	R_caudalanteriorcingulate_surfarea	R_caudalanteriorcingulate_thickavg	R_caudalmiddlefrontal_surfarea	R_caudalmiddlefrontal_thickavg	R_cuneus_surfarea	R_cuneus_thickavg	R_entorhinal_surfarea	R_entorhinal_thickavg	R_frontalpole_surfarea	R_frontalpole_thickavg	R_fusiform_surfarea	R_fusiform_thickavg	R_inferiorparietal_surfarea	R_inferiorparietal_thickavg	R_inferiortemporal_surfarea	R_inferiortemporal_thickavg	R_insula_surfarea	R_insula_thickavg	R_isthmuscingulate_surfarea	R_isthmuscingulate_thickavg	R_lateraloccipital_surfarea	R_lateraloccipital_thickavg	R_lateralorbitofrontal_surfarea	R_lateralorbitofrontal_thickavg	R_lingual_surfarea	R_lingual_thickavg	R_medialorbitofrontal_surfarea	R_medialorbitofrontal_thickavg	R_middletemporal_surfarea	R_middletemporal_thickavg	R_paracentral_surfarea	R_paracentral_thickavg	R_parahippocampal_surfarea	R_parahippocampal_thickavg	R_parsopercularis_surfarea	R_parsopercularis_thickavg	R_parsorbitalis_surfarea	R_parsorbitalis_thickavg	R_parstriangularis_surfarea	R_parstriangularis_thickavg	R_pericalcarine_surfarea	R_pericalcarine_thickavg	R_postcentral_surfarea	R_postcentral_thickavg	R_posteriorcingulate_surfarea	R_posteriorcingulate_thickavg	R_precentral_surfarea	R_precentral_thickavg	R_precuneus_surfarea	R_precuneus_thickavg	R_rostralanteriorcingulate_surfarea	R_rostralanteriorcingulate_thickavg	R_rostralmiddlefrontal_surfarea	R_rostralmiddlefrontal_thickavg	R_superiorfrontal_surfarea	R_superiorfrontal_thickavg	R_superiorparietal_surfarea	R_superiorparietal_thickavg	R_superiortemporal_surfarea	R_superiortemporal_thickavg	R_supramarginal_surfarea	R_supramarginal_thickavg	R_temporalpole_surfarea	R_temporalpole_thickavg	R_transversetemporal_surfarea	R_transversetemporal_thickavg	L_bankssts_gmvol	L_caudalanteriorcingulate_gmvol	L_caudalmiddlefrontal_gmvol	L_cuneus_gmvol	L_entorhinal_gmvol	L_frontalpole_gmvol	L_fusiform_gmvol	L_inferiorparietal_gmvol	L_inferiortemporal_gmvol	L_insula_gmvol	L_isthmuscingulate_gmvol	L_lateraloccipital_gmvol	L_lateralorbitofrontal_gmvol	L_lingual_gmvol	L_medialorbitofrontal_gmvol	L_middletemporal_gmvol	L_paracentral_gmvol	L_parahippocampal_gmvol	L_parsopercularis_gmvol	L_parsorbitalis_gmvol	L_parstriangularis_gmvol	L_pericalcarine_gmvol	L_postcentral_gmvol	L_posteriorcingulate_gmvol	L_precentral_gmvol	L_precuneus_gmvol	L_rostralanteriorcingulate_gmvol	L_rostralmiddlefrontal_gmvol	L_superiorfrontal_gmvol	L_superiorparietal_gmvol	L_superiortemporal_gmvol	L_supramarginal_gmvol	L_temporalpole_gmvol	L_transversetemporal_gmvol	R_bankssts_gmvol	R_caudalanteriorcingulate_gmvol	R_caudalmiddlefrontal_gmvol	R_cuneus_gmvol	R_entorhinal_gmvol	R_frontalpole_gmvol	R_fusiform_gmvol	R_inferiorparietal_gmvol	R_inferiortemporal_gmvol	R_insula_gmvol	R_isthmuscingulate_gmvol	R_lateraloccipital_gmvol	R_lateralorbitofrontal_gmvol	R_lingual_gmvol	R_medialorbitofrontal_gmvol	R_middletemporal_gmvol	R_paracentral_gmvol	R_parahippocampal_gmvol	R_parsopercularis_gmvol	R_parsorbitalis_gmvol	R_parstriangularis_gmvol	R_pericalcarine_gmvol	R_postcentral_gmvol	R_posteriorcingulate_gmvol	R_precentral_gmvol	R_precuneus_gmvol	R_rostralanteriorcingulate_gmvol	R_rostralmiddlefrontal_gmvol	R_superiorfrontal_gmvol	R_superiorparietal_gmvol	R_superiortemporal_gmvol	R_supramarginal_gmvol	R_temporalpole_gmvol	R_transversetemporal_gmvol	AvgThickness	TSurfArea
sub-0514	815.1	1768.5	6.1	20833.4	1279400	1279397	0.753762	1257510	1257735.77	1156.7	426.1	481.3	444.7	999.2	533447.984	525366.7863	993.3	1697349.666	744	2043.2	4240.2	51951.4	13571.4	1384.1	221.9	6480.6	0	3978.6	52.6	0	269045.6125	261619.1703	4686.4	101	1849.5	7027.8	104862	10135.9	2.25275	1810188	1.066479	21.3	430.7	785.2	2104.7	4715.1	264402.3715	263747.616	5153.4	112	50164.2	13577.9	1525	244.9	8953.1	0	4142.2	110.6	0	1738.7	6747.7	101575	8737	2.33556	71357	1150608.77	1131989.77	1129592	213	706188.984	1237.3	1249	2.194	994	2.65	3172	2.617	1878	1.812	330	2.111	220	2.099	3500	2.13	5834	2.379	5088	1.833	3637	2.734	1286	2.462	5380	1.962	3231	2.017	3544	1.858	1992	1.773	3810	2.333	1754	2.223	952	2.423	2392	2.396	612	2.395	1737	2.381	1783	1.599	5357	2.128	1637	2.503	5654	2.339	4741	2.347	1144	2.598	7145	2.229	8861	2.54	6031	2.159	4508	2.465	4378	2.42	301	2.665	726	1.783	1084	2.343	918	2.579	2956	2.41	2029	1.754	511	2.6	300	2.567	3225	2.418	6690	2.519	4386	2.161	2799	2.909	1170	2.457	5336	2.143	2967	2.389	3462	2.117	2233	2.127	3683	2.272	1905	2.182	775	2.417	1642	2.625	741	2.458	1750	2.499	1659	1.649	4606	2.05	1631	2.603	5585	2.395	5213	2.408	730	2.592	7455	2.097	8592	2.61	6176	2.212	3934	2.4	4586	2.488	500	2.657	346	2.44	2765	3351	9328	3787	861	651	8431	16191	12161	10420	3297	12549	7546	7198	4433	11926	3913	2789	7299	2008	4831	2562	12775	4502	14006	11645	3690	19013	26084	14563	13557	11806	1263	1667	2706	2756	8238	3628	1689	1159	8663	18917	11757	8061	3000	12689	7841	7614	5831	10310	4162	2141	4808	2497	5277	2485	10601	4436	14417	12805	2313	19423	26163	15148	10762	12256	2153	901	n/a	n/a
sub-0577	713.6	2288.5	0	16741.1	1087210	1087211	0.782101	1057770	1057364.458	1034.1	431.6	466.3	305.4	1051	457577.1918	423897.2662	821.5	1390116.684	776.2	1636.2	3995.3	46195.9	12653.7	1157.8	308.9	10683.2	0	4057.2	49.8	0	227884.7465	208107.3328	4085.2	67	1628.9	5966.2	85177.5	6675.5	2.39771	1421116	1.0223	16.6	210.4	807.3	1517.8	4273.1	229692.4453	215789.9334	4210.4	53	47531.3	12082.7	1629.3	254.2	11798.1	0	3737	72.5	0	1506.2	5552.7	86814.2	6971.7	2.36715	59666	969251.458	943398.458	941407	120	609687.1918	1113.1	1044	2.588	1013	3.056	2225	2.735	1518	1.859	442	2.647	249	2.266	3089	2.514	3924	2.337	3008	2.308	2366	2.717	862	2.403	5565	2.026	2550	2.459	3720	1.96	1845	2.218	2867	2.603	1300	2.44	919	2.544	1673	2.809	779	2.248	1569	2.501	1655	1.58	4218	2.051	1343	2.587	5099	2.485	3338	2.42	998	3.097	6235	2.281	6889	2.662	4748	2.161	3923	2.784	3163	2.518	466	3.881	576	1.856	1063	2.606	826	2.275	2131	2.504	1430	1.759	316	2.444	269	2.57	2961	2.452	5501	2.397	3417	2.326	1950	2.766	909	2.424	5486	2.034	2560	2.452	3306	2.059	1932	2.281	2916	2.523	1571	2.281	815	2.513	1169	2.922	846	2.572	1464	2.379	1403	1.621	3884	2.013	1312	2.362	5045	2.54	3424	2.4	816	2.949	6442	2.183	7708	2.636	5711	2.183	3760	2.735	3615	2.444	431	3.199	425	1.92	2617	3364	6928	3014	1451	799	8862	10783	8477	6601	2095	12792	7034	7858	4732	9552	3420	2562	5419	2304	4547	2462	9784	3822	13697	8477	3526	16860	21601	11666	12663	8952	2716	1139	2657	2264	6032	2678	983	980	8077	15181	10116	5527	2344	12273	6994	7287	5070	8807	3880	2226	3712	2971	3955	2179	8920	3467	13982	8392	2746	16562	24120	13908	12234	9511	2003	947	n/a	n/a
sub-0578	532.1	1983.9	0	20537.9	1087880	1087876	0.763896	1070749	1070374.677	944.3	629.7	714.6	657.7	955.7	437018.0965	457292.5802	732.3	1424114.995	676.4	1885.1	3618.5	43134.2	14665.4	1166.8	227.6	6178.6	0	3798.7	49.9	0	217370.1775	226990.8613	3886.5	61	1395.4	5829.1	78959	7338.4	2.44738	1449551	1.017861	20.9	146	600.1	1905.3	3890.8	219647.919	230301.7189	3791.9	56	45742	16022.4	1455.8	124.9	5262.7	0	3719.3	42	0	1358.6	5446.3	80023.8	7113	2.44737	58355	968259.6767	954093.6767	952940	117	583603.0965	1061.2	931	2.509	792	2.733	2111	2.696	1308	1.82	438	2.618	179	2.527	3124	2.427	4155	2.423	2809	2.25	1954	2.757	756	2.638	4634	1.886	2521	2.346	2680	1.949	1849	2.183	2608	2.53	1310	2.668	729	2.362	1663	2.649	516	2.498	1204	2.754	1113	1.607	3695	2.138	1354	2.681	4568	2.695	3206	2.428	910	2.956	5211	2.449	6884	2.861	5789	2.174	3566	2.785	3402	2.741	455	3.221	534	2.227	826	2.601	768	2.557	1821	2.66	1474	1.818	254	3.334	262	2.401	3060	2.556	4937	2.577	3308	2.345	1797	2.854	881	2.646	4536	2.166	2370	2.345	2847	2.035	1915	2.132	3006	2.432	1401	2.66	646	2.336	1262	2.622	694	2.372	1344	2.397	1211	1.67	3591	2.061	1230	2.543	4298	2.667	3645	2.55	749	2.585	5469	2.241	6943	2.826	5732	2.327	3283	2.54	3765	2.713	374	3.368	322	2.275	2210	2326	6279	2555	1581	656	8810	11763	7601	5424	2102	10307	6643	5788	4772	8437	3878	1914	4991	1779	3844	1749	8774	4079	13450	8711	2880	14931	22609	14263	11516	10270	2258	1391	2045	2222	5542	2869	1289	943	8681	14270	9623	5229	2590	11018	6191	6194	4747	8849	3953	1674	3886	2018	3811	1891	7974	3401	12510	10024	2234	14696	23090	14524	10224	11279	2074	837	n/a	n/a
sub-0587	866.9	1201.7	18.4	22536.1	1237050	1237046	0.779216	1224490	1224334.579	1120.8	677.5	567.3	449.3	965.8	541683.2984	485907.2802	1323	1587552.236	743.7	1847	4038.3	47917.2	16199.5	880.6	109.6	3598.8	0	4298.2	100.2	0	274658.7192	241651.7225	5080.3	49	2263.7	7331.2	88944.6	9157.4	2.67634	1750860	1.102868	11.4	180.4	732.9	1529.6	4231.5	267024.5791	244255.5577	4523.3	79	48623.3	16608.6	1109.2	240.3	3863.4	0	4484.6	76.6	0	1756	6272.1	89841.8	8547.7	2.58516	69284	1108661.579	1099241.579	1096982	128	706364.2984	1109.1	1080	2.683	864	3.019	2115	3.049	1518	1.982	398	3.308	213	3.077	3105	2.559	5028	2.636	3100	2.351	2727	3.003	930	2.595	5258	2.24	3163	2.724	3058	2.056	2067	2.382	3266	2.99	1159	2.878	702	2.606	1877	3.032	688	2.666	1539	2.667	1314	1.776	4275	2.306	1781	2.956	5255	2.969	4070	2.723	721	3.337	5668	2.595	7311	3.077	5451	2.39	4242	3.044	3994	2.739	506	3.77	503	2.746	1001	2.82	691	2.908	2098	2.662	1500	2.028	403	2.667	238	2.222	3312	2.542	5534	2.665	3122	2.397	2694	3.2	1102	2.347	4747	2.429	2468	2.62	3500	2.112	1908	2.281	3362	2.755	1722	2.721	809	2.592	1258	2.757	803	2.379	1819	2.584	1569	1.859	4363	2.218	1173	2.695	5161	2.867	4415	2.551	822	2.54	6305	2.381	7581	3.001	5807	2.4	3948	2.934	3632	2.638	544	3.45	433	2.44	3047	3094	7170	3214	1877	1005	9651	15227	8818	8191	2718	14350	9592	7031	5346	13196	3633	2256	6730	2449	5101	2155	11472	5728	17057	12036	2738	18110	26591	14805	15369	12776	2758	1656	2849	2340	6480	3370	1329	781	9637	17182	8721	8808	2769	13127	7309	8245	5275	12266	4904	2457	3851	2549	5695	2594	11076	3401	16179	12086	2372	19254	27692	16172	14256	11044	2278	1293	n/a	n/a
sub-0611	730.7	1507.3	0	19123.2	1062170	1062169	0.77448	1048077	1048103.987	864.4	467	394.2	374	826.6	466466.0775	409697.9091	874.1	1371460.681	675.6	1603.5	3849.2	45232.4	14634	915.9	198.9	3759.3	0	3765.4	24.6	0	232309.9552	205462.3277	4058.7	67	1492.4	5991.8	78759.8	7285.9	2.58537	1529040	1.114899	7.2	130.7	640.7	1512.6	4060.7	234156.1223	204235.5814	4015.8	70	42680.3	12938.3	1278.3	46.3	5339.9	0	3707.4	38.8	0	1562	5563	78198.3	6525.8	2.62788	58283	947615.9866	936353.9866	934309	137	611943.0775	1032.1	1175	2.717	527	3.214	2217	2.854	1415	1.933	315	2.602	220	3.047	3318	2.479	4745	2.628	2677	2.306	2068	2.929	812	2.524	4409	2.17	2440	2.417	2814	2.13	1807	2.266	2580	2.492	1308	2.656	510	2.782	1661	2.957	684	3.121	1033	2.586	1296	1.838	3617	2.236	1031	2.814	4531	2.866	3580	2.507	658	3.046	5507	2.558	6386	3.152	4922	2.305	3398	2.899	4180	2.703	489	3.394	433	2.238	933	2.665	1023	3.21	1701	2.748	1474	2.061	379	2.366	274	3.266	2964	2.711	5545	2.733	2508	2.285	2224	2.904	638	2.819	4795	2.299	2281	2.516	2978	2.284	1755	2.448	3387	2.787	1508	2.611	674	2.915	1453	2.826	604	2.487	1352	2.806	1405	1.705	3573	2.234	1210	2.97	4592	2.773	3015	2.613	768	3.03	5186	2.469	5981	3.07	4689	2.37	3274	3.002	3321	2.8	437	3.553	296	2.615	3298	1876	6785	2954	1198	998	9868	14821	7533	6204	2308	11463	6554	6698	4703	8448	3772	1587	5859	2860	3033	2333	9203	3150	14256	9823	2282	17033	23223	12892	11676	12829	2633	1076	2548	3553	5288	3479	1259	1488	9269	17600	6537	6672	1934	12558	6173	7599	5123	12010	4162	2259	4650	2027	4409	2258	9063	3834	13959	8682	2770	15866	21649	12574	11898	10493	2302	894	n/a	n/a
sub-0642	718.7	1281.1	1	21117.3	1195730	1195731	0.784362	1186851	1186391.596	760.1	711.7	588.4	462	932.1	524372.2637	470213.332	1077.2	1524463.025	570.3	1647.5	3334.3	48986.1	14632.4	344	10	2998.6	0	3773	85.4	0	261764.401	233584.8311	4741.5	55	1573.1	6637	87383.2	8362.2	2.62579	1668845	1.09471	0	261.3	655.1	1554.8	3493.9	262607.8627	236628.5009	4815.6	58	52055.4	15566.1	1141.6	60.8	1764	0	4187.5	152.6	0	1523.6	6337.5	90451.1	7762.8	2.57188	62675	1066627.596	1060623.596	1057657	113	686712.2637	1657	1150	2.653	834	3.101	2271	2.87	1510	2.037	355	3.52	224	3.274	3301	2.275	4799	2.647	3291	2.307	2828	2.967	825	2.672	4863	2.037	2876	2.745	2487	2.151	1578	2.357	3278	2.755	1399	2.598	807	2.28	1448	2.857	662	2.869	1441	2.779	1196	1.584	4084	2.203	1172	2.765	4936	2.713	3841	2.725	1035	3.083	6483	2.664	7165	3.033	6327	2.513	4123	3.015	3794	2.838	508	3.435	492	2.595	936	2.502	851	2.685	2256	2.907	1796	2.157	194	3.661	261	2.603	3224	2.829	6173	2.772	3607	2.574	2483	3.151	910	2.493	5012	2.394	2281	2.514	3163	1.975	1947	2.272	3557	2.592	1680	2.518	774	2.614	1222	2.799	805	2.559	1604	2.598	1440	1.639	4220	2.2	1551	2.76	4590	2.684	4100	2.74	775	3.029	6878	2.22	7291	2.816	5928	2.517	3823	2.784	4331	2.658	398	3.253	389	2.563	2976	2931	7588	3368	1908	1059	8359	15159	9304	8349	2414	12221	8599	5799	4010	12255	4126	2130	4966	2661	4875	1744	10186	3638	14948	11319	3828	20775	25407	17977	14687	12268	2685	1432	2485	2330	7374	4343	1217	1063	9637	19169	11315	7895	2490	13956	6613	7206	5206	11603	4526	2239	3872	2839	5181	2260	10340	4485	13543	11680	2737	19691	24677	16745	12478	12504	1932	1092	n/a	n/a
sub-0653	683.9	1075.2	0	24474	1283750	1283753	0.784445	1266445	1266098.46	1026.9	730.1	615.3	697.2	1240.9	510403.8399	552313.6205	1148.8	1636511.804	551.7	1826.1	4082.8	50487.4	15283.9	1293.9	115.8	5868.4	0	4334.9	38.3	0	253903.1504	275080.8323	4969.7	42	1528.4	6124.6	90218.2	9634.7	2.49693	1798679	1.099093	13.8	122	800.7	1870.6	4233	256500.6894	277232.7882	5186.9	36	54374.1	17690.2	1213.3	5.9	6703.4	0	4376.3	76.4	0	1709.9	6311.9	91184	8362.7	2.51577	67780	1147162.46	1132387.46	1130798	78	681834.8399	1681.2	1279	2.561	536	3.323	1803	2.827	1728	1.882	440	3.19	223	2.436	3562	2.403	5069	2.524	3384	2.192	2472	2.936	746	2.701	4567	2.187	2726	2.639	3421	2.057	2250	2.223	3262	2.772	1364	2.435	866	2.109	1750	2.686	792	2.744	1521	2.407	1618	1.542	4028	1.979	1157	2.848	4533	2.799	4170	2.436	881	2.641	6301	2.432	8207	2.969	6037	2.169	4087	2.802	4410	2.666	444	3.417	587	2.537	1183	2.914	680	2.72	1828	2.918	1673	1.86	338	3.453	399	1.955	3446	2.622	5487	2.734	3373	2.46	2522	2.941	961	2.822	4898	2.377	2648	2.457	3491	2.243	2144	2.104	4086	2.898	1429	2.584	684	2.568	1813	2.523	891	2.438	1642	2.222	1681	1.763	3960	2.122	1026	2.768	4003	2.713	4912	2.481	812	2.364	6373	2.181	7110	2.786	6278	2.318	3961	2.688	4588	2.666	501	3.39	362	2.6	3200	1809	5688	3376	2152	746	9888	14650	9153	7155	2058	12275	7967	7236	5363	11782	3471	2093	5682	2998	4411	2336	8936	3497	13741	10579	2726	18246	27719	14804	13540	13248	2018	1635	3287	2130	6003	3318	1645	990	9964	16056	9860	7423	2859	13473	7474	8340	5311	15299	3912	1988	5305	3015	4475	2676	9056	3012	11844	12411	2297	16809	23501	16362	12037	13456	2344	1038	n/a	n/a
sub-0655	729.9	1165	0	21013.5	1377340	1377345	0.746926	1355523	1355778.872	940.1	608	496.9	613.8	1161.1	573429.6047	554611.2674	1294.1	1844017.774	800.2	1860.8	5423.9	61811.8	16067.5	1348.6	130.8	6376.9	0	4468.7	77.4	0	284129.7081	272125.5455	4807.9	108	1700.6	6838.6	104320	n/a	2.45808	1987674	1.077904	16.4	198.8	852.1	1815.1	6081	289299.8966	282485.7219	4380	95	63954.3	15578.6	1730	483.2	8983.2	0	4333.7	59.6	0	1781.7	6480.8	106435	8485.4	2.45953	72081	1221137.872	1202301.872	1199727	203	770445.6047	1823.9	1079	2.471	865	2.83	2987	2.781	1941	1.94	441	2.826	279	2.922	4038	2.45	5232	2.451	3253	2.241	2313	3.229	1258	2.534	6326	1.962	2978	2.272	3747	2.137	2383	2.137	3233	2.726	1663	2.478	783	2.902	1908	2.823	865	2.551	1563	2.402	1565	1.776	5298	2.185	1297	2.581	6218	2.776	4787	2.523	1028	2.918	7703	2.259	8559	2.831	7369	2.255	5188	2.524	4764	2.798	812	2.409	597	2.066	920	2.845	863	2.759	2579	2.579	2285	1.763	464	2.37	383	2.65	3976	2.575	6829	2.582	4004	2.432	2511	3.064	976	2.712	6833	2.142	2792	2.548	3567	2.144	2351	2.384	3929	2.65	2104	2.511	771	2.634	1607	2.758	744	2.326	1631	2.593	1938	1.677	4985	2.12	1339	2.737	6532	2.65	4433	2.603	805	2.779	7319	2.209	9589	2.673	7456	2.226	4326	2.567	4761	2.759	359	2.743	475	2.032	2574	2418	9084	4048	1623	1123	11239	14222	8131	7615	3277	14016	7732	8945	5896	11636	4459	2837	6111	2894	4485	2467	12926	3448	18746	12682	3484	20596	28366	18050	14732	14548	2422	1362	2609	2622	7138	4265	1498	1570	11551	19062	11536	7725	2827	16036	8185	8697	6594	13042	5547	2170	4778	2200	5066	2974	11908	3881	18616	11784	2458	19577	29808	18024	12637	14223	1319	1092	n/a	n/a
sub-0669	439.8	1020.6	0	22864	1190550	1190550	0.787543	1176193	1176078.726	862.7	534.5	530.7	582.5	960	519473.4229	445752.303	660.2	1511727.579	676.4	2080.7	3686.7	58248.9	16795.4	925	320.9	5512.4	0	4024.9	96.4	0	262402.7169	222596.0919	4997.9	69	1380	5502.3	87558.9	7460.2	2.67605	1651083	1.092183	3.9	206.6	895.2	2162	3879.7	257070.706	223156.2111	4997.8	90	59980.9	16055.5	1157.7	415.4	4489.3	0	4111.4	93.6	0	1433.4	5265.3	88101.5	6782.7	2.61308	61384	1041419.726	1028889.726	1026670	159	698495.4229	953.7	1091	2.946	721	3.308	1990	2.961	1550	1.706	483	2.375	194	2.761	3852	2.727	5995	2.701	3539	2.435	2194	3.205	934	3.018	4273	2.161	2323	2.596	3358	2.237	1688	2.183	3240	2.93	1244	2.704	888	2.704	1599	3.092	718	2.752	1364	2.691	1165	1.679	3866	2.387	1201	2.981	4589	2.906	4815	2.681	870	2.835	5393	2.606	7573	2.998	5415	2.463	3960	3.021	4514	2.757	528	3.839	429	2.475	1114	3.04	523	2.912	1750	2.871	1441	1.896	423	2.178	323	2.054	4110	2.534	6796	2.765	2989	2.355	2304	3.046	745	2.884	4089	2.401	2561	2.549	3210	2.262	2014	2.136	3192	2.653	1828	2.713	856	2.836	1469	2.964	709	2.268	1681	2.627	1307	1.687	4405	2.436	1223	2.908	5051	2.733	3986	2.686	682	2.727	5787	2.359	7351	2.999	4735	2.395	3874	2.807	4718	2.756	494	3.616	361	2.654	2885	2576	6419	2984	1564	780	11746	18603	10119	6985	3019	10813	6872	8229	4545	12119	3786	2741	5744	2751	4413	1780	10547	3796	14848	13476	2982	16885	27056	14951	13636	13896	2769	1102	3094	1562	5718	3081	1222	971	11873	20791	8250	7002	2329	10877	7302	8328	5334	10505	5539	2717	4791	2121	5465	1925	12224	3781	15187	11364	1988	16886	25937	12368	13187	14444	2632	1037	n/a	n/a
sub-0670	900.4	1932.6	0	18351.6	1209860	1209865	0.731666	1185345	1185281.386	817.2	503.5	556.7	566.6	983.5	502825.0072	494730.3792	926.7	1653576.453	698.9	1479.5	3376	54186.6	13592.4	1094.4	267.4	9412.2	0	4039.1	54	0	252477.7276	244520.8855	3966.7	106	1465	6405.6	95841	8311.7	2.3773	1755142	1.061422	15.1	91.5	707.4	1587.8	3528.2	250347.2796	250209.4937	4303.3	90	48297.4	12354.6	1430.7	162.4	8773.5	0	3957.8	65.7	0	1455.3	5784.4	96118.2	7229.5	2.33497	60271	1080653.386	1059674.386	1057861	196	665776.0072	1139.3	911	2.372	603	2.859	2724	2.633	2077	1.876	352	2.542	192	2.109	2947	2.149	5130	2.296	3471	1.931	2766	2.619	1027	2.749	5213	1.791	2822	2.597	3610	1.985	1880	2.151	3035	2.25	1814	2.58	665	2.738	1703	2.662	733	2.444	1359	2.588	1745	1.728	4213	2.148	1393	2.765	5802	2.651	3590	2.352	1494	2.47	6594	2.419	8588	2.883	6747	2.122	4299	2.683	5119	2.548	608	2.314	617	2.058	1169	2.773	709	2.379	2826	2.439	1798	1.88	295	2.728	342	2.879	2971	2.225	5892	2.429	3172	2.019	2987	2.536	1027	2.502	5636	1.901	2733	2.419	3317	1.931	1904	2.193	3166	2.187	1835	2.517	768	2.501	1506	2.413	934	2.612	1491	2.364	1788	1.716	4531	2.034	1434	2.493	5781	2.585	4318	2.329	865	2.83	7117	2.232	8392	2.769	6112	2.171	3874	2.662	4455	2.407	560	2.613	413	2.466	2089	2035	8010	4396	1188	548	7118	13640	7924	7234	2818	10786	7943	8243	4596	8410	5212	2278	5166	2336	3894	2872	10201	3986	16968	9103	4002	18236	27883	15632	13738	14644	1913	1404	3102	1985	7616	3658	1143	1408	7750	16054	7742	7757	2644	12288	7201	7388	4822	8530	4915	2272	4140	3197	4220	2836	10309	3764	16255	10471	2874	18438	27229	14466	12314	11785	2076	1204	n/a	n/a
