participant_id	X3rd_Ventricle	X4th_Ventricle	X5th_Ventricle	Brain_Stem	BrainSeg	BrainSegVol	BrainSegVol_to_eTIV	BrainSegVolNotVent	BrainSegVolNotVentSurf	CC_Anterior	CC_Central	CC_Mid_Anterior	CC_Mid_Posterior	CC_Posterior	CortexVol	CorticalWhiteMatterVol	CSF	EstimatedTotalIntraCranialVol	Laccumb	Lamyg	Lcaud	Left_Cerebellum_Cortex	Left_Cerebellum_White_Matter	Left_choroid_plexus	Left_Inf_Lat_Vent	Left_Lateral_Ventricle	Left_non_WM_hypointensities	Left_VentralDC	Left_vessel	Left_WM_hypointensities	lhCortexVol	lhCorticalWhiteMatterVol	Lhippo	lhSurfaceHoles	Lpal	Lput	LSurfArea	Lthal	LThickness	MaskVol	MaskVol_to_eTIV	non_WM_hypointensities	Optic_Chiasm	Raccumb	Ramyg	Rcaud	rhCortexVol	rhCorticalWhiteMatterVol	Rhippo	rhSurfaceHoles	Right_Cerebellum_Cortex	Right_Cerebellum_White_Matter	Right_choroid_plexus	Right_Inf_Lat_Vent	Right_Lateral_Ventricle	Right_non_WM_hypointensities	Right_VentralDC	Right_vessel	Right_WM_hypointensities	Rpal	Rput	RSurfArea	Rthal	RThickness	SubCortGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	SurfaceHoles	TotalGrayVol	WM_hypointensities	L_bankssts_surfarea	L_bankssts_thickavg	L_caudalanteriorcingulate_surfarea	L_caudalanteriorcingulate_thickavg	L_caudalmiddlefrontal_surfarea	L_caudalmiddlefrontal_thickavg	L_cuneus_surfarea	L_cuneus_thickavg	L_entorhinal_surfarea	L_entorhinal_thickavg	L_frontalpole_surfarea	L_frontalpole_thickavg	L_fusiform_surfarea	L_fusiform_thickavg	L_inferiorparietal_surfarea	L_inferiorparietal_thickavg	L_inferiortemporal_surfarea	L_inferiortemporal_thickavg	L_insula_surfarea	L_insula_thickavg	L_isthmuscingulate_surfarea	L_isthmuscingulate_thickavg	L_lateraloccipital_surfarea	L_lateraloccipital_thickavg	L_lateralorbitofrontal_surfarea	L_lateralorbitofrontal_thickavg	L_lingual_surfarea	L_lingual_thickavg	L_medialorbitofrontal_surfarea	L_medialorbitofrontal_thickavg	L_middletemporal_surfarea	L_middletemporal_thickavg	L_paracentral_surfarea	L_paracentral_thickavg	L_parahippocampal_surfarea	L_parahippocampal_thickavg	L_parsopercularis_surfarea	L_parsopercularis_thickavg	L_parsorbitalis_surfarea	L_parsorbitalis_thickavg	L_parstriangularis_surfarea	L_parstriangularis_thickavg	L_pericalcarine_surfarea	L_pericalcarine_thickavg	L_postcentral_surfarea	L_postcentral_thickavg	L_posteriorcingulate_surfarea	L_posteriorcingulate_thickavg	L_precentral_surfarea	L_precentral_thickavg	L_precuneus_surfarea	L_precuneus_thickavg	L_rostralanteriorcingulate_surfarea	L_rostralanteriorcingulate_thickavg	L_rostralmiddlefrontal_surfarea	L_rostralmiddlefrontal_thickavg	L_superiorfrontal_surfarea	L_superiorfrontal_thickavg	L_superiorparietal_surfarea	L_superiorparietal_thickavg	L_superiortemporal_surfarea	L_superiortemporal_thickavg	L_supramarginal_surfarea	L_supramarginal_thickavg	L_temporalpole_surfarea	L_temporalpole_thickavg	L_transversetemporal_surfarea	L_transversetemporal_thickavg	R_bankssts_surfarea	R_bankssts_thickavg	R_caudalanteriorcingulate_surfarea	R_caudalanteriorcingulate_thickavg	R_caudalmiddlefrontal_surfarea	R_caudalmiddlefrontal_thickavg	R_cuneus_surfarea	R_cuneus_thickavg	R_entorhinal_surfarea	R_entorhinal_thickavg	R_frontalpole_surfarea	R_frontalpole_thickavg	R_fusiform_surfarea	R_fusiform_thickavg	R_inferiorparietal_surfarea	R_inferiorparietal_thickavg	R_inferiortemporal_surfarea	R_inferiortemporal_thickavg	R_insula_surfarea	R_insula_thickavg	R_isthmuscingulate_surfarea	R_isthmuscingulate_thickavg	R_lateraloccipital_surfarea	R_lateraloccipital_thickavg	R_lateralorbitofrontal_surfarea	R_lateralorbitofrontal_thickavg	R_lingual_surfarea	R_lingual_thickavg	R_medialorbitofrontal_surfarea	R_medialorbitofrontal_thickavg	R_middletemporal_surfarea	R_middletemporal_thickavg	R_paracentral_surfarea	R_paracentral_thickavg	R_parahippocampal_surfarea	R_parahippocampal_thickavg	R_parsopercularis_surfarea	R_parsopercularis_thickavg	R_parsorbitalis_surfarea	R_parsorbitalis_thickavg	R_parstriangularis_surfarea	R_parstriangularis_thickavg	R_pericalcarine_surfarea	R_pericalcarine_thickavg	R_postcentral_surfarea	R_postcentral_thickavg	R_posteriorcingulate_surfarea	R_posteriorcingulate_thickavg	R_precentral_surfarea	R_precentral_thickavg	R_precuneus_surfarea	R_precuneus_thickavg	R_rostralanteriorcingulate_surfarea	R_rostralanteriorcingulate_thickavg	R_rostralmiddlefrontal_surfarea	R_rostralmiddlefrontal_thickavg	R_superiorfrontal_surfarea	R_superiorfrontal_thickavg	R_superiorparietal_surfarea	R_superiorparietal_thickavg	R_superiortemporal_surfarea	R_superiortemporal_thickavg	R_supramarginal_surfarea	R_supramarginal_thickavg	R_temporalpole_surfarea	R_temporalpole_thickavg	R_transversetemporal_surfarea	R_transversetemporal_thickavg	L_bankssts_gmvol	L_caudalanteriorcingulate_gmvol	L_caudalmiddlefrontal_gmvol	L_cuneus_gmvol	L_entorhinal_gmvol	L_frontalpole_gmvol	L_fusiform_gmvol	L_inferiorparietal_gmvol	L_inferiortemporal_gmvol	L_insula_gmvol	L_isthmuscingulate_gmvol	L_lateraloccipital_gmvol	L_lateralorbitofrontal_gmvol	L_lingual_gmvol	L_medialorbitofrontal_gmvol	L_middletemporal_gmvol	L_paracentral_gmvol	L_parahippocampal_gmvol	L_parsopercularis_gmvol	L_parsorbitalis_gmvol	L_parstriangularis_gmvol	L_pericalcarine_gmvol	L_postcentral_gmvol	L_posteriorcingulate_gmvol	L_precentral_gmvol	L_precuneus_gmvol	L_rostralanteriorcingulate_gmvol	L_rostralmiddlefrontal_gmvol	L_superiorfrontal_gmvol	L_superiorparietal_gmvol	L_superiortemporal_gmvol	L_supramarginal_gmvol	L_temporalpole_gmvol	L_transversetemporal_gmvol	R_bankssts_gmvol	R_caudalanteriorcingulate_gmvol	R_caudalmiddlefrontal_gmvol	R_cuneus_gmvol	R_entorhinal_gmvol	R_frontalpole_gmvol	R_fusiform_gmvol	R_inferiorparietal_gmvol	R_inferiortemporal_gmvol	R_insula_gmvol	R_isthmuscingulate_gmvol	R_lateraloccipital_gmvol	R_lateralorbitofrontal_gmvol	R_lingual_gmvol	R_medialorbitofrontal_gmvol	R_middletemporal_gmvol	R_paracentral_gmvol	R_parahippocampal_gmvol	R_parsopercularis_gmvol	R_parsorbitalis_gmvol	R_parstriangularis_gmvol	R_pericalcarine_gmvol	R_postcentral_gmvol	R_posteriorcingulate_gmvol	R_precentral_gmvol	R_precuneus_gmvol	R_rostralanteriorcingulate_gmvol	R_rostralmiddlefrontal_gmvol	R_superiorfrontal_gmvol	R_superiorparietal_gmvol	R_superiortemporal_gmvol	R_supramarginal_gmvol	R_temporalpole_gmvol	R_transversetemporal_gmvol	AvgThickness	TSurfArea
sub-1165	848.4	2083.5	0	20789	1351730	1351727	0.78221	1328161	1328197.462	1072.1	730	576.8	607.2	865.2	587699.2733	544758.189	1108.1	1728086.915	883.8	2115.2	4092.3	52550.9	12697.2	1349	259.2	9187.6	0	4057.5	26.6	0	296853.9844	273226.6533	4264.6	80	1562.7	5469.7	97000.1	8928.7	2.72918	1880303	1.088084	33.7	409.8	919.2	2047	4546.9	290845.2889	271531.5357	4413.6	72	54452.9	12998.7	1890.5	189.4	7391.7	0	4157.8	58.8	0	1572.5	5630.6	96228.4	7880	2.7123	64969	1219437.462	1199599.462	1197010	152	758842.2733	1980.6	1164	2.983	721	2.968	2420	3.195	1652	2.033	484	2.077	296	2.762	3547	2.555	5575	2.7	4108	2.426	2409	3.119	775	3.376	5512	2.316	2884	2.771	3366	2.165	2381	2.325	3123	2.883	2079	2.858	762	2.392	1769	3.107	697	2.946	1324	2.53	1465	1.79	5060	2.438	1398	3.215	6084	2.935	4250	2.945	1122	2.992	6594	2.584	8468	3.182	5824	2.512	4367	3.07	4170	2.981	551	3.006	599	2.581	1366	2.961	1009	2.842	2604	3.019	1755	1.94	373	2.718	328	2.088	3190	2.681	5748	3.051	3541	2.642	2635	3.055	929	2.529	4562	2.562	2656	2.601	3286	2.191	2167	2.614	3688	2.742	2086	2.698	667	2.723	2010	2.8	758	2.831	1670	2.627	1676	1.644	4558	2.414	1640	2.962	5893	2.804	4624	2.814	809	2.946	6109	2.414	7589	3.067	6474	2.59	4152	2.964	4794	3.002	443	2.922	439	2.337	3576	2365	8517	3378	1283	1240	10461	17201	12359	7482	2628	15470	9033	7895	6392	11281	6062	2045	6047	2886	3903	2252	13756	4697	18884	13013	3752	20204	31501	16577	15874	14176	2608	1679	4130	3278	8735	3477	1615	989	9924	19552	11272	7822	2682	13185	7693	7414	6713	12804	5702	2089	6218	3148	5368	2478	12239	5238	17790	13077	2816	18624	27209	18742	13765	15765	1793	1140	n/a	n/a
sub-1168	594.9	1410.4	0	18062	1074110	1058849	0.797861	1044579	1044175.888	843.8	361.8	450.2	388.2	836.2	452168.434	411432.4542	901.6	1327109.278	525.2	1544.8	3899.3	43020.8	14696.5	827.8	35.9	4908	0	3512.7	60.1	0	224731.7591	205283.8534	3968.9	51	1637.8	6737.2	75579.7	7772.5	2.60054	1470151	1.107784	16.1	83.9	559.4	1296.2	4049.4	227436.6749	206148.6008	4314.3	54	48476.4	15567.9	1074.3	123.5	4850.4	0	4001.5	168.6	0	1657.5	6277.1	76130.8	6650.7	2.65358	61394	938979.8882	927328.8882	925495	105	603067.434	742.1	946	2.722	537	2.782	2019	3.02	1472	1.885	219	3.874	181	2.983	3032	2.515	3905	2.741	2856	2.269	2296	2.776	776	2.854	4129	2.118	2329	2.63	2692	2.017	1500	2.188	2427	3.068	1293	2.649	798	2.638	1408	2.766	524	3.652	1124	2.658	1313	1.887	3375	2.28	1185	2.899	4657	2.832	3331	2.649	803	2.814	4798	2.642	6943	3.216	4647	2.53	3800	2.906	3738	2.935	514	3.769	539	2.303	1026	2.757	675	2.347	1937	2.768	1284	2.123	430	2.695	256	2.937	2889	2.715	4747	2.998	2531	2.695	2163	3.18	944	2.571	4092	2.565	2122	2.611	2990	2.085	1617	2.085	2729	3.121	1368	2.706	743	2.933	1336	2.948	637	2.843	1404	2.612	1312	1.974	3609	2.408	1220	2.625	4687	2.824	3361	2.594	614	2.489	5172	2.394	6566	3.053	4480	2.537	3338	2.942	3400	2.993	480	3.104	354	2.085	2490	1603	6463	2958	1095	669	8599	11670	7833	6363	2236	10366	6188	5631	3559	9763	3770	2613	4418	2474	3569	2244	8945	3350	14258	9638	2241	13922	25569	12852	13032	12932	2503	1114	2802	1681	6053	3041	1284	914	8507	16413	8143	6613	2492	11951	6233	6875	3907	10695	4040	2571	4411	2369	4272	2430	9700	3539	14144	9183	1645	14046	23775	12333	11201	10743	1865	778	n/a	n/a
sub-1169	982.1	2086.5	0	23500.2	1256510	1256512	0.799128	1230372	1230152.568	1081	474	504.6	496	1125.8	535682.677	494552.891	1338.8	1572353.648	651.3	1609.6	4033.3	48790.2	17691.4	997	179.6	8875.6	0	4618.5	38.1	0	265498.5065	245515.9393	4306.3	52	1864.8	7192.2	93676	8284.3	2.53685	1769370	1.1253	19	59.3	759.4	1526.5	4075.8	270184.1705	249036.9516	4289	61	52727.9	17573.8	1293.1	120.2	10826	0	4502.2	61.9	0	1640.1	6374.7	93719.2	7775.5	2.58384	65283	1119479.568	1097458.568	1095717	113	701466.677	799.1	1243	2.495	925	2.931	2489	2.563	1524	1.946	418	3.089	229	2.846	3385	2.505	5008	2.459	4004	2.516	2360	3.144	1000	2.746	5170	2.072	3138	2.732	2972	2.038	1873	2.307	3533	2.792	1523	2.498	714	2.611	1640	2.661	691	2.653	1451	2.503	1516	1.765	4715	1.983	1074	2.74	6000	2.679	3814	2.684	1030	2.978	6812	2.516	8282	2.956	5474	2.21	4296	2.827	4281	2.662	463	3.594	630	2.025	967	2.614	797	2.776	2389	2.896	1624	1.911	520	2.85	317	2.984	3908	2.627	6837	2.725	3902	2.672	2485	3.108	862	2.706	4887	2.299	2835	2.684	3148	1.968	2086	2.313	3372	2.875	1853	2.539	783	2.795	1422	2.679	819	2.4	1815	2.428	1455	1.673	4344	2.055	1137	2.773	5795	2.759	4206	2.707	682	2.904	6865	2.341	7788	3.017	5789	2.304	3556	2.715	3600	2.771	528	3.442	348	2.246	3059	3003	6803	3143	1592	975	9423	14007	12510	7371	2866	12446	9648	6191	4862	12621	4143	2230	4773	2442	4287	2437	10548	3132	17725	10534	3527	20034	27943	13288	14189	12772	2415	1443	2545	2469	7740	3457	1856	1466	11173	21336	12272	7635	2499	13011	8528	6619	5707	12218	5005	2440	4112	2591	5328	2303	10181	3372	17612	11483	2305	19147	26666	14458	11439	10829	2570	829	n/a	n/a
sub-1170	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1071	2.398	618	2.787	2180	2.805	1323	2.056	511	2.527	184	2.222	2827	2.426	4343	2.545	3032	2.275	1916	3.165	862	2.579	4810	2.006	2111	2.727	2818	2.056	1728	2.478	2525	2.646	1178	2.596	598	2.729	1694	2.954	550	2.717	1122	2.792	1297	1.817	3984	2.357	1045	2.717	4447	2.692	3571	2.52	757	2.838	4598	2.574	6255	3.117	4468	2.374	3390	3.058	3500	2.64	502	2.896	382	2.509	842	2.635	767	2.659	1726	2.639	1657	1.981	410	3.039	332	2.261	2768	2.63	5107	2.678	2794	2.426	1984	2.883	798	2.611	4212	2.279	2569	2.292	3110	2.151	1732	2.565	2700	2.459	1390	2.715	666	2.665	1491	2.54	745	2.289	1602	2.689	1713	1.929	3662	2.267	1143	2.689	4237	2.593	3824	2.617	652	2.809	4621	2.357	5726	2.913	4840	2.449	3267	2.784	3273	2.753	476	3.24	312	2.46	2436	1821	6699	2847	1697	596	7727	12677	7974	6041	2319	11820	6399	6623	4939	8399	3278	1952	5734	1961	3586	2203	10716	3030	12951	9818	2336	13687	21665	11588	12504	10362	2193	1106	2282	2398	5056	3580	1814	1066	7868	15100	8039	5805	2131	10384	6525	7387	5012	8058	3961	2098	4354	2298	4912	3000	9370	3309	11930	10110	2032	13144	18982	13240	10812	9591	2284	847	n/a	n/a
sub-1175	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	628	2.717	2136	2.74	1520	1.857	357	2.053	220	2.793	3011	2.443	5138	2.63	3337	2.43	2247	2.919	978	2.64	5566	1.975	2483	2.479	2488	2.034	1744	2.266	3159	2.772	1048	2.642	669	2.578	1678	2.921	670	2.95	1147	2.683	1279	1.535	3996	2.162	1324	2.763	4478	2.969	3755	2.522	891	3.23	5630	2.643	6112	3.048	5220	2.241	n/a	n/a	3243	2.748	448	3.085	462	2.52	965	2.628	737	2.949	1881	2.803	1399	1.968	312	2.658	293	2.631	2750	2.656	5971	2.591	2441	2.509	2347	2.851	1071	2.735	4747	2.126	2490	2.438	3288	2.01	1551	2.422	3182	2.974	1302	2.533	719	2.6	978	2.863	794	2.876	1270	2.636	1412	1.378	3594	2.062	1070	2.734	4566	2.713	3819	2.733	664	2.916	6150	2.436	5766	2.98	5858	2.274	3658	2.875	3493	2.775	466	3.205	293	2.715	n/a	1876	6643	3002	987	1034	8529	16910	9679	6767	2875	13198	6973	5488	4736	11410	3035	2076	5959	2872	3947	1817	9957	4049	15101	10899	3379	19248	22441	13289	n/a	10482	2071	1188	2613	2420	5923	2973	1349	1235	7943	17948	7250	6734	3144	11232	7143	6927	4552	12512	3629	2169	3532	3334	4156	1802	8550	3259	14084	11724	2372	19645	20642	15053	12641	11493	2245	854	n/a	n/a
sub-1178	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1032	2.737	698	2.788	2654	2.792	1719	1.846	559	2.074	214	2.133	3648	2.473	5399	2.594	3882	2.431	2366	2.566	713	2.903	5274	2.095	2836	2.336	3688	1.99	2279	2.129	2840	2.717	1614	2.433	991	2.531	1600	2.873	738	2.61	1480	2.468	1551	1.652	4889	2.024	1169	2.677	5206	2.579	3999	2.628	1172	2.702	6217	2.473	7991	2.794	6043	2.341	3961	2.673	4732	2.557	523	3.191	623	1.785	857	2.854	768	2.554	2182	2.503	1894	2.015	599	2.453	238	1.997	3706	2.454	5886	2.69	n/a	n/a	2014	2.869	767	2.591	4881	2.237	2702	2.221	3808	1.994	1990	1.946	3187	2.65	1503	2.517	766	2.551	1347	2.432	826	2.363	1887	2.535	1802	1.732	4566	2.047	1230	2.65	5694	2.549	3974	2.61	769	2.15	5955	2.117	7603	2.762	6570	2.332	3615	2.551	3862	2.654	561	2.611	436	2.204	2762	2058	7793	3470	1395	651	10253	15812	10987	5950	2091	12705	7200	8141	5905	10271	4272	2832	5125	2694	4439	2376	11020	3339	14480	11466	3598	18489	25557	15321	12490	13279	2653	1214	2435	1938	6191	4008	1952	616	10588	17412	n/a	5899	2059	11746	6995	8011	4631	10571	4080	2069	3651	2729	5815	2860	10480	3389	15612	11035	1836	15229	24454	16674	11611	11003	2057	1104	n/a	n/a
sub-1180	942.7	2806.7	6.5	23331	1397570	1397568	0.77927	1376099	1376244.157	1020.7	562.4	500.9	474.1	926.2	614525.1743	546858.9824	1228.3	1793432.779	770.9	1905.4	4661.7	53322.8	16873.7	1493.9	331.1	7553.3	0	4891.5	129.2	0	313526.7266	273053.504	5342.9	115	1917.9	6668.5	110253	9398.6	2.51784	1989827	1.109507	3.9	256.8	958.2	2061.6	4828.9	300998.4477	273805.4785	5725.4	103	54458.4	19126.8	1852.4	132.5	5690.2	0	4612.2	214.1	0	1610.1	6785.1	109138	8563.8	2.45964	73170	1253362.157	1236725.157	1234450	218	794445.1743	1180.5	1344	2.62	728	2.937	3330	2.907	1948	1.999	598	2.909	273	2.193	4396	2.091	6144	2.613	4186	2.031	2614	3.199	1311	2.807	6141	2.015	3424	2.509	3067	2.056	2509	2.343	4167	2.768	1857	2.438	891	2.447	2302	2.841	809	2.764	1761	2.47	1688	1.59	5801	1.999	1334	3.044	6547	2.624	5344	2.537	868	2.949	7137	2.513	10088	2.901	7026	2.393	4476	2.817	5057	2.808	566	3.448	523	2.278	1150	2.619	778	2.686	1983	2.747	1968	1.864	534	3.479	332	2.095	3461	2.621	6973	2.559	3540	2.236	2755	3.485	1091	2.379	5933	2.232	3031	2.435	3948	1.91	2142	2.251	4032	2.403	2244	2.315	824	2.608	1743	2.81	907	2.288	1868	2.497	2076	1.585	5582	1.994	1640	2.646	6645	2.668	5561	2.488	740	2.493	n/a	n/a	n/a	n/a	6447	2.301	4680	2.697	5969	2.697	431	3.401	524	2.417	3512	2477	10887	4106	2435	792	11004	18287	10220	8420	3851	14662	9907	6551	6841	14702	4706	2569	7687	3176	5378	2661	12551	4242	18948	14323	3042	22293	34622	19220	14144	15826	2448	1323	3048	2267	6108	3870	2603	947	10393	19744	9265	9604	2887	14679	8864	8083	6072	12785	5414	2489	5568	2882	6080	3005	12184	4657	18913	14397	1926	n/a	n/a	16373	14889	17503	2006	1501	n/a	n/a
sub-1183	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1143	2.726	675	2.623	2207	2.659	1470	1.888	284	2.474	215	2.874	3060	2.464	4572	2.54	3561	2.384	2223	2.793	877	2.714	4636	2.067	2568	2.513	3305	1.974	2140	2.218	2904	2.665	1189	2.603	719	2.829	1439	2.695	700	2.697	1115	2.592	1793	1.692	4526	2.209	996	2.743	4645	2.731	3987	2.537	915	2.904	4914	2.404	6751	2.912	5944	2.271	3597	2.622	4426	2.679	523	2.971	454	2.1	889	2.758	618	2.527	2452	2.711	1749	1.968	335	2.264	324	2.585	3615	2.585	5370	2.782	3018	2.305	2604	2.548	996	2.891	4650	2.158	2846	2.226	3381	2.07	1900	2.212	3126	2.425	1417	2.48	631	2.759	1446	2.563	740	2.535	1312	2.425	1891	1.803	4282	2.214	940	2.765	4458	2.563	3607	2.562	534	2.535	5236	2.382	6606	2.748	5020	2.343	3722	2.7	4219	2.671	454	3.026	381	2.417	3011	1984	6213	3147	883	942	8380	13125	10499	5968	2451	10723	6985	7040	5493	9922	3245	2385	4471	2570	3402	2766	11229	2973	13824	10431	3148	14481	22107	14679	11229	12875	2148	990	2345	1735	7391	3729	1040	1260	10314	16426	8462	6546	3106	10838	6954	7427	5085	9268	3849	2034	4265	2659	3556	3094	10616	2731	12155	9377	1540	15421	20908	12695	11567	12394	1983	1012	n/a	n/a
sub-1185	503.3	1478.2	0	18040	1033220	1033218	0.798494	1015845	1015842.8	654.8	303.1	313.4	401.3	682	465691.5805	373404.2192	557.9	1293958.405	732.2	1847.5	3883.3	45877.2	12907.2	1082.2	275.2	5665.2	0	3813.7	56	0	237227.9202	186814.9411	3741.5	79	1515.7	6352.9	80677.3	7622.8	2.64488	1445285	1.116949	11.4	182.5	611	1663.5	4227	228463.6603	186589.2781	3757.4	66	47738.6	12161.7	899.1	67.5	7351.3	0	3694.7	63.4	0	1548.1	5792.6	78664.2	6999	2.61562	60235	916255.7997	901175.7997	899222	145	618134.5805	827.6	1076	2.686	595	2.979	2133	2.871	1536	1.621	509	2.619	275	2.344	2753	2.479	4558	2.518	2639	2.452	2010	3.201	669	2.672	5055	2.208	2352	2.788	3013	2.22	2059	2.668	2281	2.825	1451	2.667	851	2.999	1650	2.875	656	2.999	1346	2.981	1505	1.835	3796	2.238	1236	2.976	4442	2.879	3740	2.484	885	3.15	5538	2.631	7032	3.078	5130	2.303	3618	3.055	3409	2.986	494	3.467	386	2.359	803	2.96	649	3.276	1987	2.665	1676	1.96	300	2.983	339	2.426	2831	2.815	4278	2.813	2500	2.517	2126	2.874	675	2.641	4600	2.436	2328	2.649	2935	2.12	1871	2.564	2790	2.864	1341	2.794	770	2.604	1225	2.893	722	2.422	1462	2.475	1688	1.88	3733	2.19	1087	2.967	4172	2.652	3685	2.66	693	2.799	5641	2.257	6742	3.062	5176	2.37	3329	3.084	3835	2.806	366	3.203	310	2.425	3205	1936	6611	2638	1606	846	7290	13370	7973	6332	1882	12989	7063	7187	6587	8284	4080	3069	5191	2847	4472	2459	9545	3829	13781	9823	3033	17768	24699	13058	13139	11010	2664	996	2457	2096	5551	3559	1135	1242	8882	13188	7213	6049	1823	12225	7185	6835	5668	10018	3956	2219	3915	2484	4359	2760	9121	3287	12127	9782	2098	15972	23850	13909	12246	11973	1739	914	n/a	n/a
sub-1187	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1072	2.911	529	2.812	2171	2.941	1306	1.878	380	2.71	241	2.722	2768	2.507	5245	2.457	3040	2.416	1955	2.885	828	2.669	4407	1.975	2196	2.541	2578	1.983	1856	2.544	2698	2.768	1544	2.381	741	2.57	1794	2.74	497	2.337	1541	2.543	1218	1.769	4202	2.257	1118	2.723	4828	2.54	3597	2.565	691	3.217	5523	2.25	7025	3.003	5055	2.288	3701	2.977	3565	2.758	503	3.161	419	2.235	1028	2.682	772	2.804	1938	2.556	1451	1.794	334	2.817	360	2.419	2893	2.55	5176	2.745	2753	2.614	2287	2.944	880	2.846	4445	2.203	2076	2.496	2842	2.166	1864	2.397	3095	2.522	1660	2.618	686	3.004	1329	2.908	592	2.359	1648	2.59	1402	1.626	4141	2.189	1184	2.662	5216	2.596	4025	2.484	646	3.003	5658	2.256	6740	2.842	5500	2.326	3779	2.768	4301	2.619	364	3.207	295	2.531	3008	1387	7254	2569	1535	1043	7538	15213	9253	5743	2342	10095	6090	5333	5436	9724	3867	2204	5839	1590	4880	1891	10588	3135	13297	9975	2483	15087	24799	13255	12988	10983	2335	943	2767	2462	5592	2725	1357	1295	8485	15912	8842	6866	2496	11119	5713	6585	5288	9622	4563	2212	4434	1946	4954	2063	10261	3372	14341	10375	2203	15864	22468	14047	12233	12502	1667	813	n/a	n/a
